record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type,aami_class
212,627,145762,404.89444444444445,RBBB,R,145690,145707,145732,145743,145768,145825,145846,145885,normal,N
212,630,146506,406.9611111111111,RBBB,R,146438,146456,146470,146492,146528,146565,146588,146620,normal,N
212,634,147417,409.4916666666667,RBBB,R,147355,147359,147364,147405,147430,147466,147533,147543,biphasic_positive_negative,N
212,635,147647,410.13055555555553,RBBB,R,147574,147582,147593,147626,147654,147693,147730,147762,normal,N
212,645,149910,416.4166666666667,RBBB,R,149848,149861,149879,149899,149916,149969,149987,150031,normal,N
212,648,150588,418.3,RBBB,R,150513,150530,150558,150574,150594,150638,150674,150710,normal,N
212,654,151895,421.93055555555554,RBBB,R,151808,151827,151844,151885,151918,151954,151973,152012,normal,N
212,655,152110,422.52777777777777,RBBB,R,152045,152059,152075,152098,152116,152166,152190,152227,normal,N
212,659,152987,424.9638888888889,RBBB,R,152919,152934,152951,152977,153035,153039,153107,153119,biphasic_positive_negative,N
212,663,153842,427.3388888888889,RBBB,R,153774,153778,153792,153824,153856,153893,153919,153958,normal,N
212,664,154049,427.9138888888889,RBBB,R,153986,154001,154019,154039,154055,154067,154128,154157,normal,N
212,667,154714,429.7611111111111,RBBB,R,154646,154661,154683,154701,154720,154775,154798,154832,normal,N
212,672,155856,432.93333333333334,RBBB,R,155797,155809,155822,155845,155862,155903,155936,155962,normal,N
212,689,159602,443.3388888888889,RBBB,R,159539,159551,159566,159592,159616,159662,159681,159720,normal,N
212,690,159829,443.96944444444443,RBBB,R,159762,159775,159799,159816,159834,159883,159906,159941,normal,N
212,695,160909,446.96944444444443,RBBB,R,160815,160823,160856,160885,160921,160964,160986,161019,normal,N
212,706,163359,453.775,RBBB,R,163293,163306,163322,163344,163366,163425,163446,163479,normal,N
212,707,163592,454.4222222222222,RBBB,R,163521,163540,163565,163569,163598,163610,163661,163712,normal,N
212,715,165366,459.35,RBBB,R,165296,165297,165314,165352,165373,165429,165486,165501,biphasic_positive_negative,N
212,716,165606,460.01666666666665,RBBB,R,165527,165532,165544,165578,165612,165677,165728,165738,biphasic_positive_negative,N
212,718,166061,461.28055555555557,RBBB,R,166000,166010,166027,166049,166069,166118,166147,166187,normal,N
212,724,167398,464.99444444444447,RBBB,R,167323,167325,167343,167387,167404,167444,167518,167530,biphasic_positive_negative,N
212,727,168112,466.97777777777776,RBBB,R,168037,168057,168072,168101,168129,168176,168195,168233,normal,N
212,733,169469,470.7472222222222,RBBB,R,169405,169410,169416,169455,169475,169533,169553,169582,normal,N
212,735,169959,472.10833333333335,RBBB,R,169895,169906,169928,169946,169973,170019,170083,170093,biphasic_positive_negative,N
212,741,171315,475.875,RBBB,R,171245,171264,171278,171305,171321,171333,171392,171426,normal,N
212,742,171528,476.46666666666664,RBBB,R,171462,171477,171493,171515,171542,171546,171608,171642,normal,N
212,743,171746,477.0722222222222,RBBB,R,171679,171694,171710,171733,171752,171765,171830,171867,normal,N
212,744,171982,477.72777777777776,RBBB,R,171912,171928,171945,171959,171996,172032,172069,172107,normal,N
212,745,172245,478.4583333333333,RBBB,R,172174,172192,172207,172228,172268,172319,172366,172378,biphasic_positive_negative,N
212,747,172740,479.8333333333333,RBBB,R,172680,172687,172703,172724,172751,172792,172823,172859,normal,N
212,752,173817,482.825,RBBB,R,173748,173762,173778,173797,173824,173868,173897,173936,normal,N
212,756,174783,485.5083333333333,RBBB,R,174691,174695,174727,174773,174789,174841,174864,174903,normal,N
212,759,175484,487.4555555555556,RBBB,R,175431,175436,175451,175473,175498,175532,175593,175603,biphasic_positive_negative,N
212,760,175704,488.06666666666666,RBBB,R,175644,175656,175673,175692,175710,175750,175820,175834,biphasic_positive_negative,N
212,764,176650,490.69444444444446,RBBB,R,176573,176581,176589,176641,176669,176715,176734,176770,normal,N
212,768,177602,493.3388888888889,RBBB,R,177514,177526,177548,177591,177618,177620,177680,177716,normal,N
212,773,178770,496.5833333333333,RBBB,R,178678,178682,178711,178740,178786,178836,178851,178891,normal,N
212,774,179006,497.2388888888889,RBBB,R,178910,178914,178917,178995,179022,179070,179129,179140,biphasic_positive_negative,N
212,778,179917,499.76944444444445,RBBB,R,179856,179869,179883,179908,179923,179965,179996,180026,normal,N
212,780,180393,501.09166666666664,RBBB,R,180327,180340,180355,180381,180403,180440,180512,180520,biphasic_positive_negative,N
212,782,180885,502.4583333333333,RBBB,R,180821,180832,180850,180872,180892,180947,180970,181005,normal,N
212,790,182670,507.4166666666667,RBBB,R,182605,182619,182634,182659,182676,182729,182794,182813,biphasic_positive_negative,N
212,792,183146,508.7388888888889,RBBB,R,183077,183092,183109,183128,183153,183165,183233,183266,normal,N
212,793,183396,509.43333333333334,RBBB,R,183326,183342,183360,183383,183402,183449,183482,183514,normal,N
212,794,183634,510.09444444444443,RBBB,R,183569,183585,183600,183621,183640,183652,183713,183746,normal,N
212,795,183865,510.7361111111111,RBBB,R,183799,183815,183830,183853,183871,183884,183943,183978,normal,N
212,796,184077,511.325,RBBB,R,184014,184028,184044,184065,184082,184094,184156,184188,normal,N
212,797,184286,511.90555555555557,RBBB,R,184222,184237,184254,184274,184292,184304,184365,184400,normal,N
212,798,184497,512.4916666666667,RBBB,R,184429,184445,184462,184484,184503,184515,184579,184615,normal,N
212,799,184707,513.075,RBBB,R,184641,184656,184673,184695,184722,184758,184790,184826,normal,N
212,800,184923,513.675,RBBB,R,184851,184868,184884,184910,184938,184941,185006,185042,normal,N
212,801,185141,514.2805555555556,RBBB,R,185068,185085,185102,185128,185156,185159,185227,185262,normal,N
212,802,185369,514.9138888888889,RBBB,R,185302,185316,185334,185357,185375,185388,185451,185486,normal,N
212,803,185593,515.5361111111112,RBBB,R,185526,185541,185556,185581,185599,185611,185675,185708,normal,N
212,804,185818,516.1611111111112,RBBB,R,185752,185767,185783,185798,185824,185867,185896,185931,normal,N
212,805,186061,516.8361111111111,RBBB,R,185995,186011,186026,186044,186075,186108,186141,186175,normal,N
212,806,186318,517.55,NORMAL,N,186252,186267,186283,186302,186324,186366,186432,186445,biphasic_positive_negative,N
212,807,186559,518.2194444444444,NORMAL,N,186493,186509,186525,186535,186565,186606,186636,186666,normal,N
212,808,186809,518.9138888888889,NORMAL,N,186741,186757,186773,186788,186816,186835,186887,186918,normal,N
212,809,187055,519.5972222222222,NORMAL,N,186985,187001,187018,187040,187063,187104,187173,187199,biphasic_positive_negative,N
212,810,187293,520.2583333333333,NORMAL,N,187224,187241,187257,187274,187301,187338,187376,187409,normal,N
212,811,187536,520.9333333333333,NORMAL,N,187467,187484,187501,187520,187542,187585,187613,187646,normal,N
212,812,187786,521.6277777777777,NORMAL,N,187717,187734,187750,187771,187793,187833,187865,187894,normal,N
212,813,188020,522.2777777777778,NORMAL,N,187954,187970,187985,188008,188028,188041,188097,188132,normal,N
212,814,188257,522.9361111111111,NORMAL,N,188193,188208,188223,188245,188263,188302,188331,188363,normal,N
212,815,188478,523.55,NORMAL,N,188411,188429,188442,188466,188485,188520,188554,188581,normal,N
212,816,188712,524.2,NORMAL,N,188647,188663,188679,188689,188725,188757,188789,188817,normal,N
212,817,188976,524.9333333333333,NORMAL,N,188908,188925,188941,188964,188983,189014,189058,189087,normal,N
212,818,189246,525.6833333333333,NORMAL,N,189176,189192,189208,189234,189257,189290,189330,189366,normal,N
212,819,189508,526.4111111111112,NORMAL,N,189439,189455,189471,189496,189516,189546,189592,189620,normal,N
212,820,189769,527.1361111111111,NORMAL,N,189699,189716,189733,189751,189776,189818,189847,189875,normal,N
212,821,190019,527.8305555555555,NORMAL,N,189953,189967,189982,190004,190025,190061,190097,190126,normal,N
212,822,190277,528.5472222222222,NORMAL,N,190209,190226,190243,190265,190294,190333,190406,190421,biphasic_positive_negative,N
212,831,192451,534.5861111111111,NORMAL,N,192363,192367,192397,192437,192489,192514,192567,192583,biphasic_positive_negative,N
212,845,195797,543.8805555555556,NORMAL,N,195728,195741,195768,195784,195804,195857,195874,195911,normal,N
212,849,196715,546.4305555555555,NORMAL,N,196641,196644,196660,196675,196721,196751,196845,196859,biphasic_positive_negative,N
212,852,197395,548.3194444444445,NORMAL,N,197342,197347,197361,197383,197412,197447,197463,197508,normal,N
212,912,211082,586.3388888888888,RBBB,R,210997,211011,211028,211062,211114,211146,211166,211202,normal,N
212,947,219022,608.3944444444444,RBBB,R,218952,218960,218971,219002,219055,219082,219103,219137,normal,N
212,962,222538,618.1611111111112,RBBB,R,222422,222428,222432,222526,222568,222597,222617,222658,normal,N
212,965,223224,620.0666666666667,RBBB,R,223149,223159,223169,223217,223261,223271,223301,223332,normal,N
212,1015,234452,651.2555555555556,RBBB,R,234358,234374,234400,234436,234489,234508,234535,234572,normal,N
212,1026,237000,658.3333333333334,RBBB,R,236913,236930,236946,236980,237035,237054,237085,237119,normal,N
212,1032,238375,662.1527777777778,RBBB,R,238302,238311,238321,238354,238411,238436,238458,238491,normal,N
212,1090,251580,698.8333333333334,RBBB,R,251488,251508,251527,251555,251617,251632,251663,251698,normal,N
212,1179,272222,756.1722222222222,RBBB,R,272151,272158,272167,272202,272256,272277,272300,272333,normal,N
212,1181,272636,757.3222222222222,RBBB,R,272555,272569,272583,272622,272672,272683,272717,272748,normal,N
212,1200,276901,769.1694444444445,NORMAL,N,276789,276797,276846,276887,276914,276943,277018,277039,biphasic_positive_negative,N
212,1291,298048,827.9111111111112,RBBB,R,297981,297996,298012,298035,298084,298092,298128,298163,normal,N
212,1292,298278,828.55,RBBB,R,298211,298226,298242,298265,298313,298320,298356,298390,normal,N
212,1293,298497,829.1583333333333,RBBB,R,298435,298448,298462,298485,298532,298542,298576,298608,normal,N
212,1294,298715,829.7638888888889,RBBB,R,298651,298665,298680,298702,298751,298763,298796,298832,normal,N
212,1295,298947,830.4083333333333,RBBB,R,298879,298894,298911,298934,298983,298993,299030,299067,normal,N
212,1296,299185,831.0694444444445,RBBB,R,299117,299133,299149,299172,299221,299232,299268,299304,normal,N
212,1297,299429,831.7472222222223,RBBB,R,299361,299375,299391,299416,299466,299475,299512,299545,normal,N
212,1298,299658,832.3833333333333,RBBB,R,299586,299602,299618,299644,299697,299706,299744,299781,normal,N
212,1299,299893,833.0361111111112,RBBB,R,299823,299838,299855,299879,299930,299940,299978,300015,normal,N
212,1300,300126,833.6833333333333,RBBB,R,300058,300073,300091,300113,300159,300174,300203,300239,normal,N
212,1301,300353,834.3138888888889,RBBB,R,300287,300301,300317,300340,300389,300402,300433,300466,normal,N
212,1302,300574,834.9277777777778,RBBB,R,300509,300523,300538,300561,300611,300622,300656,300688,normal,N
212,1303,300798,835.55,RBBB,R,300732,300747,300763,300785,300831,300844,300873,300909,normal,N
212,1304,301017,836.1583333333333,RBBB,R,300951,300965,300981,301004,301051,301063,301096,301131,normal,N
212,1305,301244,836.7888888888889,RBBB,R,301176,301192,301207,301230,301279,301289,301325,301359,normal,N
212,1306,301473,837.425,RBBB,R,301404,301418,301435,301459,301512,301532,301559,301595,normal,N
212,1307,301711,838.0861111111111,RBBB,R,301638,301655,301671,301697,301748,301759,301796,301834,normal,N
212,1308,301947,838.7416666666667,RBBB,R,301876,301893,301909,301934,301955,301966,302030,302065,normal,N
212,1309,302182,839.3944444444444,RBBB,R,302112,302127,302144,302168,302219,302230,302265,302303,normal,N
212,1310,302406,840.0166666666667,RBBB,R,302342,302355,302371,302393,302441,302452,302485,302520,normal,N
212,1311,302621,840.6138888888889,RBBB,R,302557,302571,302586,302608,302655,302664,302697,302729,normal,N
212,1312,302839,841.2194444444444,RBBB,R,302772,302786,302802,302825,302874,302885,302916,302952,normal,N
212,1313,303055,841.8194444444445,RBBB,R,302992,303005,303020,303042,303091,303101,303136,303171,normal,N
212,1314,303278,842.4388888888889,RBBB,R,303210,303226,303242,303265,303312,303324,303358,303393,normal,N
212,1315,303526,843.1277777777777,RBBB,R,303455,303472,303488,303512,303562,303571,303610,303645,normal,N
212,1316,303782,843.8388888888888,RBBB,R,303713,303729,303745,303769,303819,303838,303869,303905,normal,N
212,1317,304038,844.55,RBBB,R,303969,303984,304000,304025,304074,304090,304122,304157,normal,N
212,1318,304276,845.2111111111111,RBBB,R,304207,304222,304239,304263,304314,304338,304360,304394,normal,N
212,1319,304503,845.8416666666667,RBBB,R,304436,304451,304467,304490,304540,304549,304586,304618,normal,N
212,1320,304724,846.4555555555555,RBBB,R,304657,304672,304688,304711,304758,304770,304803,304837,normal,N
212,1321,304939,847.0527777777778,RBBB,R,304875,304888,304904,304926,304975,304989,305019,305053,normal,N
212,1322,305155,847.6527777777778,RBBB,R,305092,305106,305122,305142,305188,305197,305230,305265,normal,N
212,1323,305374,848.2611111111111,RBBB,R,305307,305321,305338,305361,305410,305422,305453,305486,normal,N
212,1324,305610,848.9166666666666,RBBB,R,305542,305557,305574,305597,305648,305668,305697,305736,normal,N
212,1325,305864,849.6222222222223,RBBB,R,305795,305811,305828,305850,305901,305912,305948,305987,normal,N
212,1326,306127,850.3527777777778,RBBB,R,306055,306072,306090,306114,306162,306175,306209,306251,normal,N
212,1327,306384,851.0666666666667,RBBB,R,306311,306329,306345,306371,306422,306436,306470,306507,normal,N
212,1328,306630,851.75,RBBB,R,306563,306578,306594,306618,306667,306689,306711,306747,normal,N
212,1329,306876,852.4333333333333,RBBB,R,306811,306825,306841,306863,306911,306925,306955,306988,normal,N
212,1330,307109,853.0805555555555,RBBB,R,307046,307059,307075,307096,307143,307156,307187,307220,normal,N
212,1331,307339,853.7194444444444,RBBB,R,307273,307288,307303,307326,307375,307395,307420,307453,normal,N
212,1332,307572,854.3666666666667,RBBB,R,307504,307520,307536,307559,307608,307619,307652,307687,normal,N
212,1333,307807,855.0194444444444,RBBB,R,307739,307754,307770,307793,307843,307857,307892,307929,normal,N
212,1334,308049,855.6916666666667,RBBB,R,307980,307996,308012,308036,308084,308103,308131,308169,normal,N
212,1335,308291,856.3638888888889,RBBB,R,308220,308236,308252,308278,308328,308343,308375,308411,normal,N
212,1336,308530,857.0277777777778,RBBB,R,308460,308476,308492,308517,308567,308583,308615,308652,normal,N
212,1337,308770,857.6944444444445,RBBB,R,308705,308719,308734,308757,308805,308820,308852,308887,normal,N
212,1338,309004,858.3444444444444,RBBB,R,308936,308951,308968,308991,309039,309055,309083,309119,normal,N
212,1339,309242,859.0055555555556,RBBB,R,309175,309191,309206,309230,309277,309285,309324,309358,normal,N
212,1340,309470,859.6388888888889,RBBB,R,309408,309421,309436,309458,309505,309518,309549,309582,normal,N
212,1341,309699,860.275,RBBB,R,309633,309648,309664,309685,309734,309743,309778,309814,normal,N
212,1342,309928,860.9111111111112,RBBB,R,309861,309876,309893,309915,309965,309979,310011,310048,normal,N
212,1343,310171,861.5861111111111,RBBB,R,310102,310117,310135,310157,310208,310223,310257,310296,normal,N
212,1344,310416,862.2666666666667,RBBB,R,310345,310360,310376,310402,310455,310463,310503,310537,normal,N
212,1345,310655,862.9305555555555,RBBB,R,310586,310601,310618,310642,310663,310675,310741,310780,normal,N
212,1346,310894,863.5944444444444,RBBB,R,310826,310842,310859,310881,310929,310938,310974,311009,normal,N
212,1347,311121,864.225,RBBB,R,311057,311071,311088,311108,311157,311169,311201,311235,normal,N
212,1348,311348,864.8555555555556,RBBB,R,311283,311297,311312,311335,311383,311391,311427,311463,normal,N
212,1349,311574,865.4833333333333,RBBB,R,311510,311524,311540,311561,311607,311621,311650,311682,normal,N
212,1350,311798,866.1055555555556,RBBB,R,311731,311746,311763,311785,311834,311846,311880,311916,normal,N
212,1351,312025,866.7361111111111,RBBB,R,311957,311971,311987,312012,312063,312079,312110,312145,normal,N
212,1352,312262,867.3944444444444,RBBB,R,312192,312208,312224,312249,312299,312328,312345,312381,normal,N
212,1353,312494,868.0388888888889,RBBB,R,312422,312438,312454,312480,312531,312540,312578,312613,normal,N
212,1354,312725,868.6805555555555,RBBB,R,312655,312671,312688,312711,312761,312772,312807,312844,normal,N
212,1355,312958,869.3277777777778,RBBB,R,312888,312903,312920,312944,312994,313011,313041,313077,normal,N
212,1356,313190,869.9722222222222,RBBB,R,313122,313136,313153,313177,313227,313237,313273,313309,normal,N
212,1357,313414,870.5944444444444,RBBB,R,313347,313362,313379,313401,313449,313460,313492,313525,normal,N
212,1358,313632,871.2,RBBB,R,313566,313581,313597,313619,313667,313679,313711,313746,normal,N
212,1359,313852,871.8111111111111,RBBB,R,313790,313803,313820,313840,313887,313895,313929,313964,normal,N
212,1360,314081,872.4472222222222,RBBB,R,314013,314029,314045,314067,314116,314126,314161,314196,normal,N
212,1361,314310,873.0833333333334,RBBB,R,314241,314256,314272,314297,314348,314363,314396,314431,normal,N
212,1362,314541,873.725,RBBB,R,314473,314489,314504,314528,314577,314595,314626,314662,normal,N
212,1363,314790,874.4166666666666,RBBB,R,314718,314735,314752,314776,314826,314837,314874,314910,normal,N
212,1364,315039,875.1083333333333,RBBB,R,314967,314984,315000,315026,315077,315093,315125,315161,normal,N
212,1365,315277,875.7694444444444,RBBB,R,315211,315226,315242,315264,315312,315327,315357,315392,normal,N
212,1366,315498,876.3833333333333,RBBB,R,315433,315446,315463,315485,315534,315543,315577,315609,normal,N
212,1367,315711,876.975,RBBB,R,315648,315661,315677,315698,315745,315754,315788,315824,normal,N
212,1368,315928,877.5777777777778,RBBB,R,315861,315876,315893,315915,315963,315972,316007,316043,normal,N
212,1369,316153,878.2027777777778,RBBB,R,316085,316100,316116,316139,316190,316201,316233,316271,normal,N
